Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,,,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,,STT,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Distance
0,86,0,0,0,1,266.1,120,61,9.1,10.3,,,,0,0.462809917,1,1,0.509259259,0.222222222,0.584378563,0.612121212,0.632065776,0.417811985,0.51,,,,,,,,,,,,,,
1,95,0,1,2.78,5,136.8,91,68.8,10.04,10.3,,,,0,0.450413223,1,0,0,0.111111111,0.42331813,0.696969697,0.35971223,0.759758109,0.62,,,,,,,,,,,,,,
0,133,0,0,0,1,127.3,108,43,12.57,10.3,,,,0,0.491735537,1,1,0.525925926,0,0.570980616,0.412121212,0.69270298,0.605827378,0.525,,,,,,,,,,,,,,
0,105,0,0,0.31,3,150,106,54.1,14.69,10.3,,,,0,0.644628099,1,1,0.340740741,0.333333333,0.549030787,0.648484848,0.559095581,0.537658054,0.34,,,,,,,,,,,,,,
0,136,0,0,0,2,183.4,103,44,7.1,10.4,,,,0,0.421487603,1,0,0,0.111111111,0.70267959,0.284848485,0.462487153,0.537658054,0.585,,,,,,,,,,,,,,
0,127,0,1,2.81,1,95.9,117,58.1,7.98,10.4,,,,1,0.479338843,0,0,0,0.222222222,0.476339795,0.521212121,0.308324769,0.488180319,0.705,,,,,,,,,,,,,,
1,92,0,0,0,1,62.6,111,26,9.03,10.4,,,,0,0.574380165,1,0,0,0.333333333,0.661060433,0.612121212,0.411099692,0.440351842,0.715,,,,,,,,,,,,,,
0,112,0,1,2.81,1,200.3,72,79.1,9.89,10.4,,,,0,0.520661157,1,0,0,0.111111111,0.418187001,0.551515152,0.298047276,0.559648158,0.685,,,,,,,,,,,,,,
1,93,0,0,0,0,312,109,65,6.47,10.5,,,,0,0.338842975,0,0,0.048148148,0.111111111,0.773945268,0.527272727,0.550873587,0.594832325,0.585,,,,,,,,,,,,,,
0,136,0,1,2.84,3,203.9,106,79.4,9.38,10.5,,,,0,0.495867769,1,0,0,0.111111111,0.517388826,0.733333333,0.369989723,0.600329852,0.425,,,,,,,,,,,,,,
0,56,0,0,0,1,177.7,114,49,10.78,10.5,,,,0,0.595041322,1,1,0.555555556,0.222222222,0.734606613,0.587878788,0.76053443,0.445849368,0.555,,,,,,,,,,,,,,
0,146,0,0,0,3,204.4,135,54,10.96,10.5,,,,0,0.462809917,1,0,0,0.111111111,0.552451539,0.6,0.390544707,0.608576141,0.53,,,,,,,,,,,,,,
0,117,0,0,0,1,198.4,121,55,12.48,10.5,,,,0,0.479338843,1,0,0,0.111111111,0.29304447,0.721212121,0.22610483,0.5684442,0.505,,,,,,,,,,,,,,
0,146,0,0,0,1,111.1,126,46,15.67,10.5,,,,0,0.26446281,1,0,0,0.111111111,0.535632839,0.703030303,0.328879753,0.433205058,0.375,,,,,,,,,,,,,,
0,127,0,0,0.32,2,247.5,99,55.2,5.43,10.6,,,,0,0.227272727,1,0,0,0.111111111,0.644241733,0.678787879,0.472764645,0.683342496,0.345,,,,,,,,,,,,,,
0,83,0,1,2.86,2,94.7,111,58.6,7.72,10.6,,,,0,0.392561983,1,0,0,0.555555556,0.742303307,0.696969697,0.441932169,0.401319406,0.575,,,,,,,,,,,,,,
0,167,0,0,0,2,244.8,91,47,3.04,10.7,,,,0,0.619834711,1,0,0,0,0.50940707,0.703030303,0.431654676,0.803188565,0.49,,,,,,,,,,,,,,
0,128,0,0,0,0,245.2,112,51,5.08,10.7,,,,1,0.338842975,1,0,0,0,0.961801596,0.727272727,0.647482014,0.625068719,0.79,,,,,,,,,,,,,,
0,87,0,0,0,0,134.2,80,37,8.25,10.7,,,,0,0.570247934,1,1,0.685185185,0,0.449258837,0.781818182,0.729701953,0.678944475,0.685,,,,,,,,,,,,,,
1,106,0,0,0,1,133.7,45,39,9.39,10.7,,,,0,0.020661157,1,0,0,0.111111111,0.523375143,0.709090909,0.411099692,0.705882353,0.51,,,,,,,,,,,,,,
0,112,0,0,0,1,161.9,138,45,10.05,10.7,,,,0,0.47107438,1,1,0.47962963,0.111111111,0.405074116,0.751515152,0.53340185,0.504123145,0.48,,,,,,,,,,,,,,
1,138,0,1,2.89,3,211.2,117,91.9,15.63,10.7,,,,0,0.355371901,1,0,0.057407407,0,0.388540479,0.587878788,0.278520041,0.473336998,0.355,,,,,,,,,,,,,,
0,87,0,1,2.92,1,171.2,138,74.2,9.29,10.8,,,,0,0.578512397,1,0,0,0,0.618871152,0.666666667,0.452209661,0.664101154,0.6,,,,,,,,,,,,,,
1,115,0,0,0,2,122,110,40,11.01,10.8,,,,0,0.578512397,1,1,0.525925926,0.333333333,0.534492588,0.6,0.69270298,0.663551402,0.525,,,,,,,,,,,,,,
0,44,0,0,0,1,62.3,92,34,13.75,10.8,,,,0,0.252066116,1,0,0,0.111111111,0.281927024,0.624242424,0.154162384,0.372182518,0.61,,,,,,,,,,,,,,
0,98,0,1,2.92,1,245.5,54,96.2,14.64,10.8,,,,0,0.599173554,1,0,0,0.111111111,0.588084379,0.915151515,0.349434738,0.40846619,0.305,,,,,,,,,,,,,,
0,89,0,0,0,0,206.9,134,50,8.39,10.9,,,,0,0.376033058,1,1,0.605555556,0.222222222,0.692987457,0.557575758,0.808838643,0.587685542,0.605,,,,,,,,,,,,,,
0,129,0,0,0.39,1,192.9,131,52.9,9.28,10.9,,,,0,0.760330579,1,1,0.375925926,0.111111111,0.541049031,0.763636364,0.547790339,0.449147883,0.375,,,,,,,,,,,,,,
0,142,0,0,0,1,140.8,140,44,11.43,10.9,,,,0,0.607438017,1,0,0.072222222,0.111111111,0.575826682,0.618181818,0.471736896,0.668499175,0.545,,,,,,,,,,,,,,
1,137,0,0,0.21,0,258,112,67.1,12.33,10.9,,,,0,0.384297521,1,1,0.640740741,0.111111111,0.484891676,0.751515152,0.684480987,0.531610775,0.64,,,,,,,,,,,,,,
0,97,0,0,0.28,0,143.7,117,50.8,13.65,10.9,,,,0,0.128099174,1,0,0,0,0.658209806,0.527272727,0.431654676,0.515118197,0.315,,,,,,,,,,,,,,
1,105,0,0,0,1,273.9,119,71,13.93,10.9,,,,0,0.276859504,1,0,0,0.111111111,0.675883694,0.636363636,0.472764645,0.614623419,0.66,,,,,,,,,,,,,,
0,104,0,0,0,0,148.2,108,39,8.09,11,,,,0,0.260330579,1,1,0.52962963,0.222222222,0.519099202,0.551515152,0.622816033,0.466739967,0.53,,,,,,,,,,,,,,
0,107,0,0,0,2,273.5,104,63,9.19,11,,,,0,0.099173554,1,0,0.025925926,0.333333333,0.340079818,0.527272727,0.271325797,0.581638263,0.525,,,,,,,,,,,,,,
1,138,0,0,0,2,286.2,61,65,9.36,11,,,,0,0.26446281,1,0,0,0.111111111,0.33295325,0.527272727,0.22610483,0.492028587,0.705,,,,,,,,,,,,,,
1,52,0,0,0,0,251.4,118,60,9.83,11,,,,0,0.73553719,1,0,0,0,0.624857469,0.557575758,0.369989723,0.410665201,0.305,,,,,,,,,,,,,,
0,87,0,0,0,1,167.3,119,46,9.93,11,,,,0,0.384297521,1,0,0,0.222222222,0.720068415,0.63030303,0.452209661,0.464540957,0.555,,,,,,,,,,,,,,
1,136,0,0,0,3,199.6,89,52,10.57,11,,,,0,0.252066116,1,0,0,0,0.419327252,0.551515152,0.287769784,0.523364486,0.61,,,,,,,,,,,,,,
1,122,0,0,0,0,230.9,132,60,12.16,11,,,,0,0.520661157,1,0,0,0.222222222,0.576111745,0.624242424,0.411099692,0.630566245,0.575,,,,,,,,,,,,,,
1,60,0,0,0,0,205.9,97,59,13.87,11,,,,0,0.475206612,1,0,0.042592593,0.333333333,0.494583808,0.563636364,0.352517986,0.533809786,0.81,,,,,,,,,,,,,,
0,63,0,1,2.97,1,199,110,88.7,14.57,11,,,,0,0.285123967,1,0,0,0.333333333,0.661630559,0.739393939,0.524152107,0.803738318,0,,,,,,,,,,,,,,
1,97,0,0,0,4,145,103,50,14.72,11,,,,0,0.384297521,0,1,0.475925926,0.444444444,0.561858609,0.757575758,0.654676259,0.589884552,0.475,,,,,,,,,,,,,,
0,155,0,1,3,1,211.7,121,78,6.96,11.1,,,,1,0.516528926,1,0,0,0.555555556,0.165906499,0.56969697,0.082219938,0.381528312,0.595,,,,,,,,,,,,,,
0,145,0,1,3,1,175.3,107,73,7.67,11.1,,,,0,0.272727273,1,1,0.494444444,0.222222222,0.329532497,0.672727273,0.541623844,0.653655855,0.495,,,,,,,,,,,,,,
0,161,0,0,0,2,156.1,114,42,9.02,11.1,,,,0,0.074380165,1,0,0.025925926,0.222222222,0.53050171,0.593939394,0.425488181,0.699285322,0.73,,,,,,,,,,,,,,
1,147,0,1,3,3,157.5,109,73,9.48,11.1,,,,0,0.698347107,0,0,0,0.333333333,0.740877993,0.412121212,0.534429599,0.673446949,0.42,,,,,,,,,,,,,,
0,60,0,0,0,1,183,110,49,10.34,11.1,,,,0,0.297520661,1,0,0,0.111111111,0.610889396,0.878787879,0.472764645,0.738317757,0.54,,,,,,,,,,,,,,
0,148,0,0,0,0,218.9,88,55,10.4,11.1,,,,0,0.433884298,1,0,0,0.111111111,0.452394527,0.448484848,0.195272354,0.177020341,0.51,,,,,,,,,,,,,,
1,118,0,1,3,4,156.5,122,75,10.46,11.1,,,,0,0.380165289,1,0,0.035185185,0.222222222,0.774230331,0.43030303,0.553956835,0.630566245,0.545,,,,,,,,,,,,,,
1,93,0,0,0,1,131.4,78,42,10.99,11.1,,,,0,0.673553719,1,0,0.05,0.111111111,0.457810718,0.672727273,0.315519013,0.448598131,0.45,,,,,,,,,,,,,,
1,89,0,1,3,0,112.6,114,72,13.09,11.1,,,,0,0.20661157,1,0,0,0.111111111,0.662485747,0.660606061,0.431654676,0.515118197,0.455,,,,,,,,,,,,,,
0,54,0,0,0,3,236.3,91,54,7.64,11.2,,,,0,0.438016529,1,0,0,0,0.381413911,0.515151515,0.256937307,0.496426608,0.445,,,,,,,,,,,,,,
0,91,0,0,0.31,3,129.9,112,40.1,8.67,11.2,,,,0,0.533057851,1,0,0.064814815,0.111111111,0.504275941,0.660606061,0.282631038,0.249587686,0.475,,,,,,,,,,,,,,
0,139,0,0,0,0,161.5,121,44,9.65,11.2,,,,0,0.326446281,1,0,0,0.222222222,0.598346636,0.448484848,0.400822199,0.536558549,0.44,,,,,,,,,,,,,,
0,141,0,1,3.02,0,258.6,84,93.2,11.1,11.2,,,,0,0.384297521,1,0,0.040740741,0,0.391961231,0.715151515,0.300102775,0.558548653,0.67,,,,,,,,,,,,,,
0,107,0,0,0,2,194.4,83,55,12.39,11.2,,,,0,0.483471074,1,1,0.475925926,0.111111111,0.825256556,0.315151515,0.778006166,0.457943925,0.475,,,,,,,,,,,,,,
0,146,0,0,0,1,133,65,45,13.14,11.2,,,,0,0.479338843,1,1,0.340740741,0.111111111,0.564709236,0.521212121,0.548818088,0.486531061,0.34,,,,,,,,,,,,,,
0,96,0,0,0,2,200.6,117,59,14.48,11.2,,,,0,0.318181818,1,0,0,0,0.426738883,0.721212121,0.277492292,0.500824629,0.485,,,,,,,,,,,,,,
0,155,0,0,0,0,163.1,94,53,14.59,11.2,,,,1,0.855371901,1,0,0.061111111,0.222222222,0.930729761,0.406060606,0.619732785,0.484881803,0.535,,,,,,,,,,,,,,
1,177,0,0,0,1,248.7,118,57,8.62,11.3,,,,1,0.537190083,0,1,0.690740741,0.444444444,0.834948689,0.612121212,0.928057554,0.549202859,0.69,,,,,,,,,,,,,,
0,124,0,0,0,1,244.6,89,58,9.44,11.3,,,,0,0.256198347,1,0,0,0,0.236602052,0.387878788,0.164439877,0.486531061,0.65,,,,,,,,,,,,,,
0,68,0,1,3.05,1,142,140,75.5,12.08,11.3,,,,0,0.214876033,1,1,0.655555556,0.333333333,0.415336374,0.884848485,0.672147996,0.60637713,0.655,,,,,,,,,,,,,,
0,61,0,1,3.05,0,143.5,76,76.5,12.13,11.3,,,,0,0.252066116,1,0,0,0.222222222,0.519669327,0.612121212,0.462487153,0.902144035,0.56,,,,,,,,,,,,,,
1,99,0,0,0,0,242.3,102,72,17.55,11.3,,,,0,0.396694215,1,0,0,0.333333333,0.621436716,0.521212121,0.400822199,0.505772402,0.32,,,,,,,,,,,,,,
1,178,0,0,0,2,124.5,134,34,7.06,11.4,,,,0,0.429752066,1,0,0,0.222222222,0.400798176,0.660606061,0.2672148,0.490929082,0.34,,,,,,,,,,,,,,
0,137,0,0,0.34,2,174,123,47.4,8.07,11.4,,,,0,0.644628099,1,0,0,0.111111111,0.435290764,0.636363636,0.349434738,0.708081363,0.47,,,,,,,,,,,,,,
1,86,0,0,0,2,162.4,131,42,8.35,11.4,,,,0,0.268595041,1,1,0.605555556,0.111111111,0.304161916,0.460606061,0.562178828,0.576690489,0.605,,,,,,,,,,,,,,
0,57,0,1,3.08,2,234.5,130,87.8,9.76,11.4,,,,0,0.5,1,0,0,0.222222222,0.694982896,0.593939394,0.35971223,0.230896097,0.685,,,,,,,,,,,,,,
0,67,0,0,0,2,120.9,58,41,11.75,11.4,,,,0,0.152892562,1,0,0,0.333333333,0.554161916,0.56969697,0.35971223,0.513468939,0.54,,,,,,,,,,,,,,
0,166,0,1,3.08,1,175.8,126,82.8,12.68,11.4,,,,0,0.433884298,1,0,0,0.333333333,0.609749145,0.575757576,0.369989723,0.417811985,0.61,,,,,,,,,,,,,,
0,93,0,0,0.32,1,168.4,114,56.2,13.8,11.4,,,,0,0.404958678,1,0,0,0.333333333,0.619156214,0.678787879,0.452209661,0.678394722,0.79,,,,,,,,,,,,,,
1,126,0,0,0,1,239.7,87,65,14.09,11.4,,,,0,0.404958678,1,0,0,0.111111111,0.687286203,0.436363636,0.421377184,0.427707532,0.58,,,,,,,,,,,,,,
0,87,0,1,3.11,1,221.6,79,83.1,7.86,11.5,,,,0,0.590909091,0,0,0,0,0.580102623,0.606060606,0.431654676,0.680593733,0.595,,,,,,,,,,,,,,
0,140,0,1,3.11,4,188.9,124,77.1,8.05,11.5,,,,0,0.334710744,1,1,0.535185185,0.111111111,0.442417332,0.793939394,0.646454265,0.672347444,0.535,,,,,,,,,,,,,,
0,122,0,0,0,1,146.3,117,44,10.94,11.5,,,,0,0.351239669,1,1,0.609259259,0.111111111,0.477765108,0.842424242,0.595066804,0.310610225,0.61,,,,,,,,,,,,,,
1,95,0,0,0,1,165.5,84,53,14.31,11.5,,,,1,0.285123967,0,0,0,0.222222222,0.646237172,0.593939394,0.452209661,0.62726773,0.88,,,,,,,,,,,,,,
0,138,0,0,0,1,268.4,81,61,8.72,11.6,,,,0,0.380165289,1,0,0,0.333333333,0.511117446,0.563636364,0.328879753,0.490929082,0.575,,,,,,,,,,,,,,
1,100,0,0,0,2,159.9,94,43,9,11.6,,,,0,0.380165289,1,0,0.057407407,0,0.431584949,0.539393939,0.31963001,0.512369434,0.545,,,,,,,,,,,,,,
0,101,0,0,0.38,0,193.7,108,52.8,9.33,11.6,,,,0,0.491735537,1,0,0,0.333333333,0.513112885,0.484848485,0.369989723,0.616272677,0.235,,,,,,,,,,,,,,
0,92,0,0,0,0,255.8,125,56,7.14,11.7,,,,1,0.55785124,1,0,0,0.111111111,0.71322691,0.733333333,0.534429599,0.734469489,0.65,,,,,,,,,,,,,,
0,61,0,1,3.16,3,128.2,119,68.6,8.59,11.7,,,,0,0.433884298,1,0,0.074074074,0,0.635689852,0.733333333,0.390544707,0.302913689,0.355,,,,,,,,,,,,,,
0,138,0,1,3.16,0,225.2,116,85.6,8.67,11.7,,,,0,0.330578512,1,0,0,0.333333333,0.523375143,0.703030303,0.318602261,0.419461242,0.61,,,,,,,,,,,,,,
0,83,0,0,0.26,1,271.5,87,67.6,10.82,11.7,,,,0,0.520661157,1,1,0.509259259,0.111111111,0.473204105,0.690909091,0.590955807,0.47993403,0.51,,,,,,,,,,,,,,
0,101,0,0,0.17,1,133.5,51,43.7,10.98,11.7,,,,0,0.26446281,1,0,0,0.111111111,0.387970353,0.678787879,0.339157246,0.750412314,0.22,,,,,,,,,,,,,,
1,116,0,1,3.16,3,162.3,91,83.6,13.97,11.7,,,,0,0.140495868,1,0,0.059259259,0.222222222,0.425598632,0.684848485,0.361767729,0.665750412,0.445,,,,,,,,,,,,,,
1,115,0,0,0,1,345.3,81,76,10.17,11.8,,,,0,0.359504132,1,0,0,0.222222222,0.186431015,0.587878788,0.123329908,0.462341946,0.69,,,,,,,,,,,,,,
0,136,0,0,0,1,199.2,122,53,10.74,11.8,,,,0,0.26446281,1,0,0,0.111111111,0.608323831,0.672727273,0.441932169,0.644859813,0.135,,,,,,,,,,,,,,
0,80,0,1,3.21,1,159.3,110,74.1,8.53,11.9,,,,0,0.504132231,1,0,0,0.333333333,0.589794755,0.515151515,0.431654676,0.672897196,0.385,,,,,,,,,,,,,,
0,81,0,0,0.25,0,227.4,105,59.5,10.58,11.9,,,,0,0.516528926,1,1,0.47962963,0.222222222,0.530786773,0.472727273,0.615621788,0.521165476,0.48,,,,,,,,,,,,,,
1,77,0,1,3.21,0,103.2,117,70.1,11.82,11.9,,,,0,0.425619835,1,1,0.664814815,0.444444444,0.798745724,0.824242424,0.913669065,0.60637713,0.665,,,,,,,,,,,,,,
0,144,0,0,0,0,203.5,100,56,12.38,11.9,,,,0,0.181818182,1,1,0.594444444,0,0.560433295,0.509090909,0.81294964,0.860912589,0.595,,,,,,,,,,,,,,
0,42,0,0,0,2,180.7,127,46,8.73,12,,,,1,0.380165289,0,0,0,0,0.889395667,0.660606061,0.524152107,0.35568994,0.525,,,,,,,,,,,,,,
1,92,0,0,0,3,252.3,120,61,10.35,12,,,,0,0.256198347,0,1,0.55,0.111111111,0.5672748,0.666666667,0.767728674,0.800989555,0.55,,,,,,,,,,,,,,
0,100,0,0,0,4,219.4,112,57,11.29,12,,,,0,0.409090909,1,0,0.046296296,0.333333333,0.578962372,0.581818182,0.42651593,0.596481583,0.675,,,,,,,,,,,,,,
0,102,0,0,0,3,224.2,81,59,12.17,12,,,,0,0.214876033,1,0,0,0,0.481185861,0.587878788,0.349434738,0.605827378,0.545,,,,,,,,,,,,,,
1,76,0,0,0.3,1,273.3,66,72,13.18,12,,,,0,0.376033058,0,0,0,0.111111111,0.493443558,0.848484848,0.369989723,0.660802639,0.45,,,,,,,,,,,,,,
1,103,0,0,0,1,255.9,128,56,7.05,12.1,,,,1,0.570247934,1,0,0,0.555555556,0.383124287,0.642424242,0.277492292,0.58108851,0.51,,,,,,,,,,,,,,
0,93,0,1,3.27,1,187.5,110,79.7,8.49,12.1,,,,0,0.450413223,1,1,0.45,0.222222222,0.577537058,0.624242424,0.568345324,0.326553051,0.45,,,,,,,,,,,,,,
1,91,0,0,0,2,246.4,110,58,9.1,12.1,,,,0,0.450413223,1,0,0.057407407,0.333333333,0.212371722,0.709090909,0.196300103,0.551951622,0.49,,,,,,,,,,,,,,
0,100,0,0,0.19,0,68.5,110,42.9,16.86,12.1,,,,0,0.884297521,1,0,0.057407407,0,0.238312429,0.896969697,0.144912641,0.33260033,0.535,,,,,,,,,,,,,,
0,91,0,0,0,1,151.8,115,35,5.18,12.2,,,,0,0.297520661,1,0,0,0.111111111,0.547890536,0.521212121,0.339157246,0.463441451,0.47,,,,,,,,,,,,,,
0,57,0,1,3.29,2,236.5,94,87.9,8.16,12.2,,,,0,0.566115702,1,0,0,0,0.627708096,0.539393939,0.318602261,0.242990654,0.645,,,,,,,,,,,,,,
0,119,0,1,3.29,0,173,101,80.9,10.47,12.2,,,,1,0.561983471,0,0,0,0.222222222,0.385119726,0.575757576,0.215827338,0.368884002,0.615,,,,,,,,,,,,,,
1,125,0,0,0.3,0,298.4,78,77,13.53,12.2,,,,0,0.144628099,1,0,0.046296296,0.111111111,0.722348917,0.466666667,0.488180884,0.501374382,0.42,,,,,,,,,,,,,,
1,137,0,0,0,2,135.1,95,35,6.71,12.3,,,,0,0.347107438,1,0,0,0.333333333,0.641391106,0.490909091,0.411099692,0.486531061,0.355,,,,,,,,,,,,,,
0,51,0,1,3.32,2,135.8,60,74.2,10.03,12.3,,,,1,0.44214876,1,0,0,0,0.565849487,0.6,0.441932169,0.736118747,0.47,,,,,,,,,,,,,,
0,114,0,1,3.32,2,174.5,104,82.2,11.21,12.3,,,,0,0.08677686,1,0,0,0,0.314424173,0.648484848,0.195272354,0.457943925,0.475,,,,,,,,,,,,,,
1,151,0,0,0.29,0,218,57,49.9,5.72,12.4,,,,0,0.438016529,1,1,0.555555556,0,0.171037628,0.618181818,0.35971223,0.280923584,0.555,,,,,,,,,,,,,,
0,115,0,0,0,1,180,119,48,9.94,12.4,,,,0,0.20661157,1,0,0,0,0.612314709,0.56969697,0.369989723,0.411764706,0.51,,,,,,,,,,,,,,
0,151,0,0,0.26,0,198.7,70,54.6,10.48,12.4,,,,0,0.384297521,1,0,0,0.444444444,0.518244014,0.515151515,0.35971223,0.556349643,0.46,,,,,,,,,,,,,,
0,82,0,0,0,3,208.8,101,54,10.69,12.4,,,,0,0.487603306,1,1,0.590740741,0.222222222,0.438996579,0.690909091,0.697841727,0.76415613,0.59,,,,,,,,,,,,,,
0,64,0,0,0.26,3,146.7,83,40.6,7.42,12.5,,,,1,0.132231405,1,1,0.694444444,0.444444444,0.448688712,0.6,0.621788284,0.324354041,0.695,,,,,,,,,,,,,,
0,126,0,0,0,2,197.6,126,55,12.33,12.5,,,,0,0.433884298,1,0,0,0.444444444,0.592645382,0.551515152,0.369989723,0.472787246,0.72,,,,,,,,,,,,,,
0,116,0,0,0.3,3,215.4,104,58,10.24,12.6,,,,0,0.334710744,1,0,0,0.333333333,0.590079818,0.545454545,0.421377184,0.640461792,0.455,,,,,,,,,,,,,,
0,104,0,0,0,4,160.4,73,53,14.7,12.6,,,,0,0.351239669,1,1,0.475925926,0,0.339224629,0.612121212,0.531346351,0.632215503,0.475,,,,,,,,,,,,,,
0,122,0,1,3.43,1,216.4,80,93.3,12.49,12.7,,,,0,0.396694215,0,0,0.051851852,0,0.40963512,0.709090909,0.378211716,0.750412314,0.545,,,,,,,,,,,,,,
0,144,0,1,3.46,0,174.8,127,83.6,10.98,12.8,,,,0,0.433884298,1,1,0.705555556,0.444444444,0.472919042,0.763636364,0.730729702,0.595382078,0.705,,,,,,,,,,,,,,
0,102,0,0,0,0,233.8,103,59,11.08,12.8,,,,0,0.44214876,1,0,0,0.111111111,0.395096921,0.739393939,0.256937307,0.473886751,0.49,,,,,,,,,,,,,,
0,135,0,0,0,1,186,107,38,3.3,12.9,,,,0,0.466942149,1,0,0.053703704,0.111111111,0.241448119,0.715151515,0.255909558,0.687190764,0.725,,,,,,,,,,,,,,
0,185,0,1,3.48,2,154.1,114,71.8,5.94,12.9,,,,1,0.376033058,0,0,0,0.111111111,0.178449259,0.672727273,0.123329908,0.496426608,0.52,,,,,,,,,,,,,,
0,55,0,0,0,0,106.1,77,29,6.18,12.9,,,,0,0.239669421,1,0,0,0.111111111,0.442417332,0.478787879,0.339157246,0.647058824,0.435,,,,,,,,,,,,,,
1,107,0,0,0,3,133.3,106,39,9.15,12.9,,,,0,0.095041322,1,1,0.335185185,0.111111111,0.470068415,0.666666667,0.514902364,0.575590984,0.335,,,,,,,,,,,,,,
0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,,,,0,0.619834711,1,0,0,0.111111111,0.38340935,0.533333333,0.22610483,0.39362287,0.77,,,,,,,,,,,,,,
1,161,0,0,0,1,194.2,106,55,12.47,12.9,,,,0,0.479338843,1,0,0,0.111111111,0.408494869,0.624242424,0.298047276,0.58108851,0.575,,,,,,,,,,,,,,
0,33,0,0,0,1,190.6,100,47,8.09,13,,,,0,0.318181818,1,0,0.094444444,0.111111111,0.479760547,0.666666667,0.401849949,0.608026388,0.625,,,,,,,,,,,,,,
0,88,0,1,3.51,1,288.5,114,102.1,10.17,13,,,,0,0.636363636,1,0,0,0.222222222,0.748004561,0.333333333,0.49331963,0.534909291,0.415,,,,,,,,,,,,,,
0,127,0,0,0.3,1,256.5,87,66,11.11,13,,,,0,0.466942149,1,1,0.57037037,0.111111111,0.587799316,0.478787879,0.768756423,0.714678395,0.57,,,,,,,,,,,,,,
1,76,0,0,0,0,246.8,110,60,10.32,13.2,,,,0,0.466942149,1,1,0.42037037,0.444444444,0.643671608,0.56969697,0.654676259,0.53051127,0.42,,,,,,,,,,,,,,
1,105,0,1,3.56,1,220.7,82,92.6,10.89,13.2,,,,0,0.487603306,1,0,0,0.333333333,0.394241733,0.539393939,0.246659815,0.468938977,0.675,,,,,,,,,,,,,,
1,64,0,0,0.18,2,236.2,77,60.8,10.93,13.2,,,,0,0.260330579,1,1,0.225925926,0,0.269099202,0.63030303,0.269270298,0.374381528,0.225,,,,,,,,,,,,,,
1,62,0,1,3.56,0,218.4,93,93.6,11.84,13.2,,,,0,0.483471074,0,0,0,0.222222222,0.456100342,0.745454545,0.298047276,0.48213304,0.495,,,,,,,,,,,,,,
1,166,0,0,0,0,47.7,89,31,13.22,13.2,,,,0,0.41322314,1,0,0,0,0.588939567,0.636363636,0.421377184,0.618471688,0.73,,,,,,,,,,,,,,
1,106,0,0,0,3,204,84,49,8.43,13.3,,,,0,0.479338843,1,0,0,0.111111111,0.383979475,0.733333333,0.256937307,0.49477735,0.385,,,,,,,,,,,,,,
1,47,0,0,0,0,47.8,120,24,8.95,13.3,,,,0,0.198347107,1,1,0.4,0.333333333,0.611174458,0.472727273,0.663926002,0.646509071,0.4,,,,,,,,,,,,,,
1,90,0,1,3.59,0,169,104,80.9,9.44,13.3,,,,0,0.570247934,1,0,0,0.333333333,0.549600912,0.63030303,0.400822199,0.64431006,0.65,,,,,,,,,,,,,,
1,64,0,0,0,1,346.8,55,81,12.48,13.3,,,,0,0.376033058,1,1,0.5,0.111111111,0.430729761,0.545454545,0.575539568,0.535459043,0.5,,,,,,,,,,,,,,
1,121,0,0,0,3,167.7,94,37,4.69,13.4,,,,0,0.338842975,1,0,0,0.333333333,0.631128848,0.624242424,0.452209661,0.637163277,0.49,,,,,,,,,,,,,,
1,139,0,1,3.62,1,203.5,82,88.2,10.02,13.4,,,,0,0.607438017,0,0,0,0,0.624002281,0.533333333,0.421377184,0.571742716,0.555,,,,,,,,,,,,,,
1,68,0,1,3.65,1,195.5,113,84.5,8.58,13.5,,,,1,0.590909091,1,1,0.325925926,0.222222222,0.541049031,0.581818182,0.478931141,0.339197361,0.325,,,,,,,,,,,,,,
1,128,0,1,3.67,0,222.1,89,88.7,8.03,13.6,,,,0,0.537190083,1,1,0.544444444,0.222222222,0.549315849,0.515151515,0.69270298,0.621220451,0.545,,,,,,,,,,,,,,
1,108,0,1,3.67,3,130.1,90,73.7,8.35,13.6,,,,0,0.599173554,0,0,0,0.333333333,0.582668187,0.818181818,0.411099692,0.602528862,0.525,,,,,,,,,,,,,,
1,71,0,0,0,3,178.2,113,45,8.39,13.6,,,,0,0.58677686,1,0,0.077777778,0.222222222,0.491163056,0.587878788,0.361767729,0.478284772,0.65,,,,,,,,,,,,,,
1,17,0,0,0.36,0,162.8,118,51.6,11.48,13.6,,,,0,0.330578512,1,0,0.024074074,0.222222222,0.565564424,0.563636364,0.403905447,0.579989005,0.52,,,,,,,,,,,,,,
1,131,0,0,0.34,3,122.3,83,34.4,5.94,13.7,,,,0,0.194214876,1,1,0.609259259,0.111111111,0.603477765,0.696969697,0.708119219,0.439802089,0.61,,,,,,,,,,,,,,
1,197,0,0,0.12,5,127.3,80,42.2,11.12,13.7,,,,0,0.351239669,1,1,0.45,0.111111111,0.631698974,0.448484848,0.753340185,0.792743266,0.45,,,,,,,,,,,,,,
